"first_name","last_name","company_name","address","city","province","postal","phone1","phone2","email","web","date_of_birth"
"Karina","Wetherby","Video Monitoring Services","901 Broughton Ave #7","Saint-Bruno","QC","J3V 5S1","450-252-9611","450-552-3691","karina_wetherby@wetherby.org","http://www.videomonitoringservices.com","1999-06-09"
"Otis","Dunning","Kinkos Copies","263 L St #1255","Simcoe","ON","N3Y 2P6","519-739-4515","519-213-7571","otis_dunning@gmail.com","http://www.kinkoscopies.com","1965-10-23"
"Brendan","Hatherly","Aebig, Sheena R Esq","84 L St #98","Coquitlam","BC","V3E 2W1","604-947-9315","604-635-8588","brendan_hatherly@hatherly.org","http://www.aebigsheenaresq.com","1990-02-13"
"Keith","Pead","Hamlet, Fred T Esq","973 El Camino Real","Derby Junction","NB","E1V 5B4","506-229-5393","506-807-4021","keith.pead@cox.net","http://www.hamletfredtesq.com","1986-01-20"
"Paulina","Mcalarney","Americon Gazelle Factory Outlt","5652 Wisconsin Ave","Winnipeg","MB","R2J 2V1","204-636-8766","204-682-9423","pmcalarney@mcalarney.com","http://www.americongazellefactoryoutlt.com","1951-03-24"
"Cherelle","Neikirk","Woodrow Taylor Homes Nv Ltd","2 Ramona Ave #6","Guelph","ON","N1E 5N9","519-322-9933","519-310-1688","cneikirk@neikirk.org","http://www.woodrowtaylorhomesnvltd.com","1960-10-30"
"Percy","Tentler","Spiker Communications Inc","901 Highway 74","Rimouski","QC","G5L 1N6","418-537-1430","418-991-9193","ptentler@tentler.org","http://www.spikercommunicationsinc.com","1986-05-13"
"Margot","Keirnan","Wilson, Thomas M Iii","237 S French Ave","Woodbridge","ON","L4H 2L8","905-309-5010","905-509-1001","m.keirnan@gmail.com","http://www.wilsonthomasmiii.com","1967-07-10"
"Paris","Ivaska","Woodstown Natl Bnk & Trst Co","89 Parade St","Woodstock","ON","N4S 3K1","519-909-5933","519-291-1819","parisi@ivaska.org","http://www.woodstownnatlbnktrstco.com","1983-03-20"
"Sina","Norcia","Misioneros Del Camino","3067 W Wabansia Ave","Etobicoke","ON","M9C 5B4","416-369-7013","416-498-2476","","http://www.misionerosdelcamino.com","1955-07-12"
"Kimi","Knieper","M & M Assoc Inc","2 W Kellogg Dr #5","Jonquiere","QC","G8A 1H7","418-795-3880","418-432-2714","kimi.knieper@gmail.com","http://www.mmassocinc.com","1985-09-17"
"Chun","Mccloud","Hoyt, Robert F Esq","3 Aiea Heights #660","Regina","SK","S4T 3L1","306-245-2534","306-697-2337","chun.mccloud@hotmail.com","http://www.hoytrobertfesq.com","1998-04-09"
"Lelia","Ambert","Kleeman, Dena A Esq","440 Town Center Dr","Kamloops","BC","V2B 7W6","250-671-3851","250-798-7786","l.ambert@gmail.com","http://www.kleemandenaaesq.com","1963-03-12"
"Cordell","Okuniewski","Kaye, Jeffrey A Esq","91 Argyle Rd","Sherbrooke","QC","J1H 6E3","819-508-6057","819-313-7350","c.okuniewski@yahoo.com","http://www.kayejeffreyaesq.com","1965-03-20"
"Dorothy","Zarling","Mcmillon, Wendy A Esq","4 Hanover Pike","Mississauga","ON","L5V 1E5","905-554-3838","905-355-9556","dorothy.zarling@zarling.com","http://www.mcmillonwendyaesq.com","1999-02-28"
"Chauncey","Colbath","Buchman Enterprises Inc","615 Main St #3722","Vanier","ON","K1L 7E2","613-908-7090","613-591-2817","chauncey.colbath@hotmail.com","http://www.buchmanenterprisesinc.com","1959-01-31"
"Tenesha","Digiovanni","Guroff, Julia H Esq","648 Waihona St #1152","Cardigan","NB","E6B 1L7","506-629-6209","506-306-3180","tenesha_digiovanni@digiovanni.org","http://www.guroffjuliahesq.com","1959-09-23"
"Anjelica","Racer","Dayton Appliance Parts Co","689 S Steele St #1887","Amherst","NS","B4H 1K5","902-386-1443","902-411-6380","a.racer@cox.net","http://www.daytonappliancepartsco.com","1954-11-12"
"Olga","Libbey","Weiss, Arnold M Cpa","8507 Upland St","Burlington","ON","L7P 4T1","905-775-6413","905-340-9290","o.libbey@cox.net","http://www.weissarnoldmcpa.com","1980-01-21"
"Monte","Hughlett","Amercn Inst For Conserve Hist","577 Page Ave","Laval","QC","H7M 5P7","450-637-6499","450-285-2135","monte.hughlett@hughlett.com","http://www.amercninstforconservehist.com","1954-11-19"
"Pamela","Orndoff","Thriftlodge","6 West St #2","Terrebonne","QC","J6W 4W3","450-282-1236","450-585-2368","p.orndoff@orndoff.org","http://www.thriftlodge.com","1976-10-23"
"Toshia","Rather","U Stor","7 Duluth St","Stoneham-Et-Tewkesbury","QC","G3C 0S2","418-759-7863","418-706-3704","toshiar@aol.com","http://www.ustor.com","1982-04-01"
"Polly","Ill","Passumpsic Savings Bank","39 Logan Ave #9518","Hamilton","ON","L9A 4H9","905-705-6018","905-227-7818","polly_ill@ill.com","http://www.passumpsicsavingsbank.com","1973-01-21"
"Judy","Keomuangtai","Crissey Fowler Lumber Co","384 N Main St","Paradise","NL","A1L 0H4","709-560-7848","709-591-5287","judyk@cox.net","http://www.crisseyfowlerlumberco.com","1982-01-07"
"Celestine","Erichsen","James Heistand Inc","79 E 92nd St","Ottawa","ON","K1G 3B6","613-875-3120","613-291-6460","celestine_erichsen@cox.net","http://www.jamesheistandinc.com","1991-12-17"
"Murray","Hennon","Hughes, Richard D Esq","59 W Century Rd","Pointe-Claire","QC","H9R 5N9","514-921-5562","514-750-8459","murray_hennon@aol.com","http://www.hughesricharddesq.com","1962-07-07"
"Shoshana","Mollison","Harry Jersig Center","8763 N Front St","Windsor","ON","N8Y 4T9","519-396-2906","519-248-6688","s.mollison@gmail.com","http://www.harryjersigcenter.com","1986-07-07"
"Glendora","Meir","John L Scott Real Estate","2 80e E #7867","Edmonton","AB","T5Y 3J7","780-508-2609","780-799-6593","glendorameir@meir.com","http://www.johnlscottrealestate.com","1969-04-29"
"Carlene","Brake","Oregon Cherry Growers Inc","541 N 88th Ave","Brantford","ON","N3T 2H4","519-930-5055","519-842-4775","carlenebrake@yahoo.com","http://www.oregoncherrygrowersinc.com","1971-11-28"
"Adria","Berkoff","Brokers Marketplace","60 15th Ave","Hamilton","ON","L8N 2V6","905-563-9396","905-791-6993","adria_berkoff@cox.net","http://www.brokersmarketplace.com","1969-11-02"
"Paola","Westervelt","M K Goulding And Associates","3951 Seaway Dr","Grande Prairie","AB","T8V 4G4","780-573-8903","780-404-4349","paola.westervelt@westervelt.org","http://www.mkgouldingandassociates.com","1984-09-12"
"Elina","Dills","Hobson Printing Co","2097 N Stonestreet Ave","North York","ON","M6M 3B1","416-582-4379","416-549-4416","elina.dills@cox.net","http://www.hobsonprintingco.com","1982-10-04"
"Emile","Nelton","Olson, Waldine H Esq","264 Jefferson Hwy #83","Saint-Bruno","QC","J3V 4R8","450-529-3773","450-775-4103","emile.nelton@gmail.com","http://www.olsonwaldinehesq.com","1976-11-10"
"Zoila","Canonico","Fox Chase Federal Savings Bank","40 N Dean St","York","ON","M6N 3Z2","416-322-9207","416-344-1276","zoila_canonico@aol.com","http://www.foxchasefederalsavingsbank.com","1953-04-08"
"Yong","Wylie","Kraft Foodservice Inc","365 Zebra Pl","Brantford","ON","N3R 3C6","519-344-3979","519-322-6001","yong.wylie@yahoo.com","http://www.kraftfoodserviceinc.com","1956-04-13"
"Leontine","Fitzke","Comprehensive Environ Svc Inc","859 Franquette Ave","Simcoe","ON","N3Y 5H1","519-641-7145","519-623-8354","leontinef@fitzke.org","http://www.comprehensiveenvironsvcinc.com","1953-11-03"
"Troy","Chhour","Quick Turn Circuits Inc","58 Calle Arroyo","Trenton","ON","K8V 3Z2","613-938-7999","613-442-6727","troy_chhour@cox.net","http://www.quickturncircuitsinc.com","1955-02-03"
"Annamaria","Geneseo","Call, Dell R","8348 1st Ave W","Dundas","ON","L9H 2C3","905-495-3301","905-988-1388","a.geneseo@geneseo.com","http://www.calldellr.com","1964-10-13"
"Dorothea","Calzado","Herline, Georgia","2763 Fort Campbell Blvd #7554","Sudbury","ON","P3E 2W9","705-793-4986","705-509-4817","d.calzado@hotmail.com","http://www.herlinegeorgia.com","1977-04-15"
"Marion","Neitzke","Snyder, Daniel Esq","5670 Leonis Blvd","Gatineau","QC","J8Y 5Z4","819-966-7240","819-730-7626","m.neitzke@hotmail.com","http://www.snyderdanielesq.com","1970-07-14"
"Avery","Blan","Far Western Trophy & Awards","6 Central Ave #664","Amherst","NS","B4H 1N1","902-588-8947","902-665-5755","averyb@blan.com","http://www.farwesterntrophyawards.com","1996-03-07"
"Trinidad","Vandeberg","Tmr The Music Room","75 N Washington Ave","Lasalle","QC","H8N 1S9","514-561-2312","514-780-9059","t.vandeberg@gmail.com","http://www.tmrthemusicroom.com","1954-10-04"
"Herminia","Nitchals","Jurgemeyer Frey & Haufe","880 W South Water Market","Fort McMurray","AB","T9H 3A8","780-740-5294","780-702-4324","herminia_nitchals@cox.net","http://www.jurgemeyerfreyhaufe.com","1974-10-25"
"Val","Tijerina","Mpsi Systems Inc","42 N 16th St #620","Montreal","QC","H2C 3A1","514-726-2573","514-233-5869","val.tijerina@cox.net","http://www.mpsisystemsinc.com","1998-09-06"
"Renay","Hasha","Wanek, Jerrold Esq","873 E Cumberland St","North York","ON","M6B 3Y3","416-336-6767","416-797-3846","renay.hasha@hotmail.com","http://www.wanekjerroldesq.com","1969-12-24"
"Buck","Teoh","Black Drill Co Inc","863 Mcgilchrist St Se","Thunder Bay","ON","P7E 2H1","807-668-2676","807-348-1562","b.teoh@yahoo.com","http://www.blackdrillcoinc.com","1957-08-18"
"Toi","Portaro","Armored Transport Of Ca Inc","2 S Church St","Terrebonne","QC","J6W 1M9","450-714-2875","450-600-2803","toi.portaro@cox.net","http://www.armoredtransportofcainc.com","1990-06-30"
"Shanice","Vosmus","Firm Security Systems Inc","31 N Canal St","Kingston","ON","K7L 2Y7","613-850-3405","613-270-1965","","http://www.firmsecuritysystemsinc.com","1971-07-27"
"Oliva","Normandeau","Summit Dynamics","8688 Manning Blvd #547","Calgary","AB","T2C 1W4","403-690-1059","403-350-8194","onormandeau@yahoo.com","http://www.summitdynamics.com","1957-02-01"
"Huey","Swartzbeck","Southern Idaho Pipe & Stl Corp","652 Pacific Hwy","Edmonton","AB","T5C 3M1","780-833-7024","780-277-9997","huey_swartzbeck@swartzbeck.org","http://www.southernidahopipestlcorp.com","1966-02-09"
"Melvin","Clozza","Milt Charno & Assoc Inc","8794 34th Ave","Drummondville","QC","J2B 3S8","819-418-3496","819-482-5865","melvin.clozza@clozza.org","http://www.miltcharnoassocinc.com","1991-07-30"
"Essie","Montalgo","Artistic Gifts Inc","9 3rd St","Welshpool","NB","E5E 1G8","506-785-2719","506-849-4017","","http://www.artisticgiftsinc.com","1951-03-10"
"Shay","Benavente","Raby, Paul Ed","571 Maiden Ln #7","Brossard","QC","J4X 1J9","450-806-3050","450-206-4846","shay.benavente@hotmail.com","http://www.rabypauled.com","1958-04-08"
"Ruby","Mckeon","Qualex Inc","637 Wright Rd","Coquitlam","BC","V3K 2P4","604-553-2468","604-317-7478","ruby_mckeon@yahoo.com","http://www.qualexinc.com","1983-12-01"
"Caren","Cupit","Personal Christianity Chapel","1770 Mission Ave","Calgary","AB","T3H 2S3","403-344-3614","403-519-4344","c.cupit@cox.net","http://www.personalchristianitychapel.com","1993-04-24"
"Frank","Neelon","Preferred Service Group Inc","2583 Lincoln Blvd","Cambridge","ON","N1S 1A7","519-823-9369","519-225-9969","f.neelon@cox.net","http://www.preferredservicegroupinc.com","1971-06-21"
"Lasandra","Sarchet","Jmr Marketing & Graphics Corp","1 Highway 71 S","Abbotsford","BC","V2S 2G5","604-210-7413","604-366-8983","lasandras@hotmail.com","http://www.jmrmarketinggraphicscorp.com","1955-07-23"
"Sommer","Meinen","Bliss & Nyitray Inc","1309 Pitney Rd","Saint-Hubert","QC","J3Y 4R3","450-777-9643","450-890-4500","s.meinen@cox.net","http://www.blissnyitrayinc.com","1969-10-27"
"Gretchen","Kazar","Nendels Inn/renton","809 W Bayshore Rd","Trail","BC","V1R 4Y2","250-617-7197","250-339-8016","gretchen.kazar@hotmail.com","http://www.nendelsinnrenton.com","1971-03-08"
"Providencia","Lippoldt","Pond, William S Md","83 Magnavox Way","Ottawa","ON","K2C 2V1","613-256-5226","613-926-6903","providencia@aol.com","http://www.pondwilliamsmd.com","1960-05-01"
"Lindsey","Berson","Western States Petroleum Inc","87 Via Contenta","West Kelowna","BC","V1Z 2J2","250-387-4636","250-720-2097","lindsey.berson@aol.com","http://www.westernstatespetroleuminc.com","1967-12-17"
"Romana","Marushia","Sparta Engrg & Land Co Inc","986 Whitaker Way","Moncton","NB","E1A 6P3","506-310-3728","506-411-4545","romana_marushia@gmail.com","http://www.spartaengrglandcoinc.com","1952-09-09"
"Nobuko","Capiga","Ads Inc","612 York St","Sarnia","ON","N7V 3X4","519-739-4745","519-909-5200","nobukoc@yahoo.com","http://www.adsinc.com","1964-09-25"
"Shawnna","Garlett","Ef International Lang Schls","4 N Brand Blvd","Orleans","ON","K4A 0V9","613-996-1062","613-366-7946","shawnna_garlett@gmail.com","http://www.efinternationallangschls.com","2001-06-20"
"Doyle","Lamme","Women For Meaningful Summits","48 Market St","Prince George","BC","V2M 1K4","250-227-4140","250-403-8074","doyle_lamme@yahoo.com","http://www.womenformeaningfulsummits.com","1979-07-01"
"Jacinta","Christmann","Orourke, Denis M Esq","1458 W Henry St","Nelson","BC","V1L 1A7","250-203-5054","250-989-4833","jacintac@cox.net","http://www.orourkedenismesq.com","1953-12-13"
"Tawanna","Riviere","Walker, L Mark Esq","380 Main St","Matane","QC","G4W 3G6","418-734-9693","418-227-5560","tawannariviere@riviere.org","http://www.walkerlmarkesq.com","1954-03-28"
"Christa","Perry","Abc Financial Systems","743 Wolfert Ave","Calgary","AB","T2L 2G4","403-461-2407","403-717-1591","christaperry@gmail.com","http://www.abcfinancialsystems.com","1963-04-14"
"Noe","Sheck","Bryant, Julian A Jr","3878 Little John Way","Salt Spring Island","BC","V8K 2T5","250-901-1245","250-491-3336","noe.sheck@cox.net","http://www.bryantjulianajr.com","1970-02-17"
"Ellen","Geitner","Kowall, Carol Esq","32 Marguerite Pky","Edmonton","AB","T6A 0L9","780-720-7927","780-624-5869","e.geitner@cox.net","http://www.kowallcarolesq.com","1988-09-02"
"Tequila","Pattengale","Feldman Co Inc","6173 Landmeier Rd","Richmond Hill","ON","L4C 9T5","905-692-6934","905-353-9085","tequila_pattengale@hotmail.com","http://www.feldmancoinc.com","1963-01-18"
"Tawny","Sams","Bell Mirror & Glass Inc","5 Middletown Blvd","Richmond","BC","V6Y 1L9","604-632-4346","604-611-1211","tsams@sams.com","http://www.bellmirrorglassinc.com","1954-08-08"
"Rosalyn","Lockamy","Elton Iron Co Inc","449 Oakwood Ave","Kingston","ON","K7K 3L3","613-362-7798","613-225-2285","rosalyn.lockamy@aol.com","http://www.eltonironcoinc.com","1956-08-21"
"Noble","Aprigliano","Auto Trim Design","7059 E Kilbourn Ave #252","Tillsonburg","ON","N4G 4Y4","519-346-6651","519-309-8584","noble.aprigliano@aol.com","http://www.autotrimdesign.com","1987-12-24"
"Lucille","Echegoyen","E Z Tel Dirctry Brkrs & Banks","8 General Dr","Nanaimo","BC","V9R 4Z4","250-904-7361","250-296-3277","lucillee@echegoyen.org","http://www.ezteldirctrybrkrsbanks.com","1955-10-18"
"Azzie","Griepentrog","Ruby Mfg & Sales","5518 Whippany Rd","Oakville","ON","L6L 6V2","905-208-4039","905-788-7893","azzie.griepentrog@aol.com","http://www.rubymfgsales.com","1963-07-17"
"Darci","Bresser","Broadside Press","2 Hill Rd","Trois-Rivieres","QC","G8Z 3J2","819-294-4679","819-777-6760","darci.bresser@aol.com","http://www.broadsidepress.com","1958-01-16"
"King","Eggers","Meek & Associates Real Estate","79 Lexington Ave #83","Chicoutimi","QC","G7J 4W9","418-470-4541","418-316-1403","k.eggers@gmail.com","http://www.meekassociatesrealestate.com","1964-03-11"
"Denny","Gilliam","Associated Brokers Inc","339 W 1st St","Montreal","QC","H2Z 1P5","514-224-2722","514-928-4314","dennyg@cox.net","http://www.associatedbrokersinc.com","1993-10-12"
"Anissa","Harnish","Vend Alaska","7635 Run Subdivision","Surrey","BC","V3X 2L5","604-925-4225","604-973-3843","a.harnish@harnish.com","http://www.vendalaska.com","1979-05-16"
"Rosann","Warne","Ramapo Memorial Co","91 Nw 52nd Ave","Mirabel","QC","J7N 2E1","450-474-6397","450-357-6461","rosannw@gmail.com","http://www.ramapomemorialco.com","1979-12-30"
"Jeannine","Geigel","Huetter, Glen A Jr","7767 W Central Ave #2","Truro","NS","B2N 6J6","902-811-1450","902-423-9598","jeannine.geigel@gmail.com","http://www.huetterglenajr.com","1951-09-17"
"Lashaun","Tomasic","Gerald A Coniglio Md/facs","894 Feather River Blvd","Edmonton","AB","T6L 4W9","780-751-5370","780-433-1426","l.tomasic@yahoo.com","http://www.geraldaconigliomdfacs.com","1974-08-14"
"Miesha","Kratt","Nabisco Inc","2 Executive Blvd","Espanola","ON","P5E 1C1","705-646-4992","705-887-2415","miesha.kratt@yahoo.com","http://www.nabiscoinc.com","1992-02-07"
"Marva","Wieand","Rabin, Daniel S Esq","1 N Main St #16","Etobicoke","ON","M9A 0A5","416-494-3939","416-280-4764","marvaw@wieand.com","http://www.rabindanielsesq.com","1958-01-13"
"Dion","Unruh","National Compugraphix Inc","44 S Highland Dr","Albanel","QC","G8M 3P2","418-212-6756","418-702-5515","dion.unruh@hotmail.com","http://www.nationalcompugraphixinc.com","1964-02-04"
"Hassie","Massanet","Eisen, Lisa","958 Airline Dr","Valley","NS","B6L 2X2","902-210-1513","902-488-5113","hassie_massanet@yahoo.com","http://www.eisenlisa.com","1978-10-01"
"Jin","Sarkin","Arens Publications & Printing","18 Cameron St","Etobicoke","ON","M9C 2W4","416-463-6411","416-752-6995","jin_sarkin@aol.com","http://www.arenspublicationsprinting.com","1960-05-01"
"Demetra","Wehrwein","Irvine, Stephanie B Esq","79 E Jackson St","Sherbrooke","QC","J1K 1C5","819-858-7901","819-901-7854","d.wehrwein@gmail.com","http://www.irvinestephaniebesq.com","1996-07-29"
"Irene","Dishong","Bilicic, Kimberly A Esq","45 19th St","Lyttleton","NB","E9E 1Y1","506-251-3150","506-991-8808","i.dishong@gmail.com","http://www.bilicickimberlyaesq.com","1994-12-22"
"Colton","Abramovitz","Willow Foods Inc","305 Industrial Blvd","Oakville","ON","L6H 6M8","905-796-8265","905-477-4223","colton_abramovitz@abramovitz.com","http://www.willowfoodsinc.com","1976-03-30"
"William","Pacholec","Boland, William T Jr","1434 Ash St","Trochu","AB","T0M 2C0","403-251-6126","403-444-7192","william.pacholec@aol.com","http://www.bolandwilliamtjr.com","1963-04-07"
"Shannan","Lablanc","Golden West Machine Inc","6 S San Marcos Rd","North York","ON","M2N 2B8","416-266-5891","416-311-5786","shannan.lablanc@yahoo.com","http://www.goldenwestmachineinc.com","1961-11-04"
"Shelba","Kotow","Mccarn Enterprises Inc","56 Washington Rd","Halifax","NS","B3K 2C1","902-654-7334","902-472-5783","shelba.kotow@aol.com","http://www.mccarnenterprisesinc.com","1996-05-30"
"Dorcas","Catalina","Tradition Music Co","8899 E Slauson Ave","Mississauga","ON","L5M 4A7","905-860-8703","905-269-7682","dorcas.catalina@aol.com","http://www.traditionmusicco.com","1955-12-09"
"Rochell","Mattia","Img Scene Internet Multimedia","142 E 57th Ave #2","Amqui","QC","G5J 1E2","418-362-9768","418-405-7721","r.mattia@yahoo.com","http://www.imgsceneinternetmultimedia.com","1987-08-14"
"Amber","Mackedanz","Rose & Co Management Cnslnts","41 Augusta Hwy","Richmond","BC","V6X 3S2","604-864-2113","604-902-5812","amberm@mackedanz.org","http://www.rosecomanagementcnslnts.com","1992-11-22"
"Stefanie","Magathan","Cheyenne Business Equipment","985 Joyce St","Surrey","BC","V3R 4T5","604-833-9067","604-290-6830","stefaniem@magathan.org","http://www.cheyennebusinessequipment.com","1965-01-25"
"Kenia","Lovero","Marc Hotels & Resorts Inc","611 Grand Ave","Calgary","AB","T2J 1Y3","403-341-7208","403-217-4166","kenia.lovero@lovero.org","http://www.marchotelsresortsinc.com","1982-04-27"
"Jacquline","Robinault","Gwinn, Malcolm S Esq","647 S Rainbow Blvd Bldg #4577","Cap-aux-Meules","QC","G4T 1M6","418-682-7368","418-860-7541","j.robinault@cox.net","http://www.gwinnmalcolmsesq.com","1975-12-08"
"Lavina","Morgan","Environmental Data Resources","2719 N Delaware St","Anjou","QC","H1M 1X5","514-842-3549","514-309-7294","lavina_morgan@gmail.com","http://www.environmentaldataresources.com","1978-10-24"
"Billi","Bala","Bogart, Edward J Esq","71 Linden Ave","Surrey","BC","V3W 9G2","604-458-2387","604-624-1119","billi_bala@gmail.com","http://www.bogartedwardjesq.com","1980-10-06"
"Aron","Michon","Huber, J R Esq","9 Park St","Chilliwack","BC","V2P 3X4","604-637-3549","604-910-5870","aron.michon@cox.net","http://www.huberjresq.com","1990-04-26"
"Annice","Lillywhite","Computer Services","430 State Route 10 #7548","Sherbrooke","QC","J1N 0H6","819-342-1651","819-685-5153","a.lillywhite@hotmail.com","http://www.computerservices.com","1960-03-11"
"Hyun","Krivanec","V R Food Equipt Sales Inc","8718 N 13th Ave","Chatham","ON","N7L 5C4","519-287-4120","519-450-3369","hkrivanec@hotmail.com","http://www.vrfoodequiptsalesinc.com","1975-09-07"
"Shala","Latif","Plaza Inn","4956 Midway Rd #65","Fatima","QC","G4T 2N4","418-823-9061","418-311-3882","s.latif@latif.com","http://www.plazainn.com","1985-03-23"
"Shasta","Lagos","Rob Young Ldo","71 West Ave","Sault Ste. Marie","ON","P6C 2C8","705-531-2796","705-277-5384","s.lagos@lagos.org","http://www.robyoungldo.com","1974-03-27"
"Wenona","Fode","Weinbren, Don B Esq","7 Ramon Rd","Beloeil","QC","J3G 2C1","450-751-1928","450-619-1328","w.fode@yahoo.com","http://www.weinbrendonbesq.com","1979-11-20"
"Marla","Hubbell","Peking Garden","922 Railroad Ave #7063","Lachine","QC","H8R 1R7","514-872-9323","514-803-7622","marlahubbell@yahoo.com","http://www.pekinggarden.com","1970-07-01"
"Myra","Perera","Evans, Gerald H Esq","5661 Harding St","Montmagny","QC","G5V 1N6","418-930-7475","418-341-2016","mperera@yahoo.com","http://www.evansgeraldhesq.com","1965-09-11"
"Lawanda","Hair","Houma Fabricators Inc","92 A Glenneyre Ave","Cranbrook","BC","V1C 4E3","250-226-8113","250-239-2228","l.hair@cox.net","http://www.houmafabricatorsinc.com","1980-10-27"
"Curt","Prinkey","Bowden, Mona M Esq","5 Westbranch Dr #36","Saskatoon","SK","S7M 3S3","306-739-3437","306-337-6391","curt.prinkey@prinkey.org","http://www.bowdenmonamesq.com","1987-10-27"
"Susy","Polino","Weiner, Sheldon Md","6 N Town East Blvd","Calgary","AB","T2X 0J3","403-571-8756","403-470-2657","susy_polino@polino.com","http://www.weinersheldonmd.com","1959-09-01"
"Kathrine","Brennick","Davis, Maxon R Esq","100 Rombouts Ave","Halifax","NS","B3N 2X2","902-500-1564","902-523-2488","kathrine_brennick@brennick.com","http://www.davismaxonresq.com","1989-09-15"
"Oneida","Aja","Katherine Goldman Pc","5 E King St #6","Victoriaville","QC","G6T 1N5","819-511-9240","819-899-6940","oneida.aja@cox.net","http://www.katherinegoldmanpc.com","1991-02-28"
"Allene","Huelse","M T I Corp","7167 Bethlehem Pike #80","Etobicoke","ON","M9P 1J9","416-681-6822","416-806-8070","a.huelse@aol.com","http://www.mticorp.com","1973-11-19"
"Leonardo","Dobler","Jacks, Gerald H Esq","80 Wisconsin Ave","Calgary","AB","T2L 1X5","403-328-5056","403-988-3938","l.dobler@dobler.com","http://www.jacksgeraldhesq.com","1988-07-14"
"Nakisha","Kuechler","Builders General Supply Co","8265 W Camelback Rd","Lethbridge","AB","T1H 6T3","403-513-9660","403-207-3764","nakisha.kuechler@gmail.com","http://www.buildersgeneralsupplyco.com","1972-05-18"
"Stephanie","Kasperek","Gaber Nyman & Co","45 S Cedar Ridge Dr","Lloydminster","SK","S9V 1T4","306-510-5011","306-312-8273","stephanie_kasperek@yahoo.com","http://www.gabernymanco.com","1969-04-25"
"Florinda","Heinricher","Janik, Frank J Iii","6096 N Michigan Ave","Gatineau","QC","J8P 4L6","819-820-6568","819-888-4209","f.heinricher@heinricher.com","http://www.janikfrankjiii.com","1960-08-23"
"Merri","Kraatz","Juniata College","4 Beaverbrook Rd","Winnipeg","MB","R2P 2J7","204-894-9221","204-710-5400","m.kraatz@kraatz.org","http://www.juniatacollege.com","1953-05-01"
"Malcom","Berggren","Weso Radio Station","548 Midland Ave","Windsor","ON","N8T 1V1","519-334-1058","519-795-5709","malcom.berggren@gmail.com","http://www.wesoradiostation.com","1990-02-06"
"Louvenia","Nickelson","L M Mccown & Son Co","6 Friendship Dr #5055","Prince Albert","SK","S6V 6A4","306-256-9309","306-636-7201","lnickelson@aol.com","http://www.lmmccownsonco.com","1984-05-06"
"Alita","Twyman","Medicine Shoppe","5 S Gage St #6175","Kenora","ON","P9N 1K7","807-289-5397","807-686-6411","alita_twyman@gmail.com","http://www.medicineshoppe.com","1976-08-22"
"Noemi","Klukken","Lafayette Apprl Producers Inc","18 Nw 6th St","Sault Ste. Marie","ON","P6B 2W6","705-414-4712","705-511-8123","noemik@klukken.com","http://www.lafayetteapprlproducersinc.com","1991-08-02"
"Nydia","Landman","C C Industries","5 Pittsford Victor Rd","Edmonton","AB","T5V 1M7","780-924-8022","780-910-8459","nydia_landman@landman.com","http://www.ccindustries.com","1964-04-24"
"Hana","Dini","Whitehead, David Barry Esq","6 E Rand Rd #73","Calgary","AB","T2J 1G9","403-696-7108","403-666-1982","hana.dini@hotmail.com","http://www.whiteheaddavidbarryesq.com","1971-02-15"
"Noel","Dewer","Market Decisions Inc","91 E Cary St","Camrose","AB","T4V 2Y4","780-447-2249","780-642-7492","noel_dewer@gmail.com","http://www.marketdecisionsinc.com","1988-08-04"
"Brice","Miyata","Maryland Match Corp","5 New Circle Rd Ne","Belleville","ON","K8N 1R9","613-631-9322","613-763-3880","brice.miyata@gmail.com","http://www.marylandmatchcorp.com","1980-12-05"
"Nguyet","Phibbs","Institute For Human Dev","68 Nw Raleigh St #88","Red Deer","AB","T4N 2H5","403-883-4097","403-244-5802","n.phibbs@gmail.com","http://www.instituteforhumandev.com","1966-12-23"
"Janae","Arand","Park Avenue Audio Inc","8 S Mcmullen Dr #38","Ajax","ON","L1T 1R5","905-501-5086","905-960-1879","janae.arand@cox.net","http://www.parkavenueaudioinc.com","1969-02-25"
"Darrel","Petermeier","Alliedsignal Engines","6 N Volusia Ave #2","Baie-Sainte-Anne","NB","E9A 1P1","506-839-5378","506-861-3998","d.petermeier@hotmail.com","http://www.alliedsignalengines.com","1995-06-13"
"Genevieve","Borlace","J & M Janitorial Supplies","5 Cedar St","Sault Ste. Marie","ON","P6B 5Y9","705-467-4142","705-764-8815","g.borlace@yahoo.com","http://www.jmjanitorialsupplies.com","1954-08-03"
"Giovanna","Benauides","Rumford Aquarium Inc","71 S Newtown St","North Vancouver","BC","V7M 3J6","604-203-8085","604-451-5124","giovannabenauides@gmail.com","http://www.rumfordaquariuminc.com","1951-06-17"
"Shelton","Titzer","Bell, David M Esq","4 Bloomfield Ave #5","Brandon","MB","R7B 1N3","204-364-5889","204-941-7224","shelton.titzer@aol.com","http://www.belldavidmesq.com","1950-02-05"
"Alison","Mcspedon","Walter Jerome Inc","841 N Monroe St","Belleville","ON","K8N 2W3","613-862-3122","613-259-2601","a.mcspedon@mcspedon.org","http://www.walterjeromeinc.com","1975-12-14"
"Maynard","Metzner","Larkin, Jay Robert Esq","5094 Poway Rd","Vancouver","BC","V5X 4K1","604-875-7745","604-708-6687","maynard.metzner@metzner.org","http://www.larkinjayrobertesq.com","1996-02-28"
